# 
# Study ERP023010: Nippostrongylus brasiliensis Genome & Transcriptome sequencing and assembly
# See Chandler .. Eccles, 2017: https://www.ncbi.nlm.nih.gov/pubmed/28491281, Eccles .. Ewbank, 2018: https://www.ncbi.nlm.nih.gov/pubmed/29325570
# Reads aligned with TopHat2 and quantified with HTSeq, by RNASeq-er: https://www.ebi.ac.uk/fg/rnaseq/api
# 
# Values are transcripts per million units (TPMs) per gene for each run
gene_id	ERR2023649	ERR2023650	ERR2023651	ERR2023646	ERR2023647	ERR2023648	ERR2023652	ERR2023653	ERR2023654
NBR_0000650101	19.45	16.35	16.22	10.41	13.74	13.98	8	10.85	8.37
NBR_0000650201	0	0	0	0	0	0	0	0	0
NBR_0000650301	6.01	7.99	7.69	4.4	4.78	6.04	7.79	6.39	6.95
NBR_0000650401	0	0.24	0.45	0.57	0.93	0.98	0.6	0.56	0.92
NBR_0000650501	0.76	0.93	1.09	0.9	0.81	0.53	1.15	1.46	2.09
NBR_0000650601	8.32	9.65	9.51	9.65	11.02	11.7	10.72	10.59	9.48
NBR_0000650701	29.56	31.74	29.81	17.48	19.59	19.03	33.61	31.84	29.45
NBR_0000650801	10.33	15.73	16.34	8.51	15.1	14.13	45.31	53.2	47.58
NBR_0000650901	1.24	1.07	1.59	2.53	1.75	2.2	1.32	0.78	1.03
NBR_0000651001	35.18	37.82	50.48	227.83	221.51	203.54	20.31	18.39	18.8
NBR_0000651101	22.34	23.6	21.35	18.73	19.1	20.17	19.53	19.15	19.28
NBR_0000651201	109.26	113.21	119.61	116.49	137.68	136.54	123.09	138.09	134.97
NBR_0000651301	0	0.18	0.18	0	0.36	0	0.74	0	0.35
NBR_0000651401	0.18	0.17	0.16	0	0	0	0	0.32	0
NBR_0000651501	0	0	0	0	0	0	0	0.16	0
NBR_0000651601	1.64	0.73	1.67	0.36	0.45	0.28	2.97	1.21	2.48
NBR_0000651701	34.59	37.68	37.14	45.83	52.73	58.73	43.84	41.16	36.52
NBR_0000651801	12.59	14.9	14.06	17.89	16.64	24.63	14.82	15.63	10.49
NBR_0000651901	13.21	14.42	11.89	20.94	18.18	26.57	14.88	15.18	12.62
NBR_0000652001	3.26	1.77	2.77	5.16	4.14	8.92	2.92	3.35	4.93
NBR_0000652101	4.02	4.99	5.67	7.26	6.87	9.18	5.72	6.36	4.5
NBR_0000652201	1.45	2.02	1.84	1.86	1.26	2.64	1.84	1.3	1.33
NBR_0000652301	18.69	19.44	20.43	18.68	17.81	20.85	18.78	16.4	14.93
NBR_0000652401	101.97	98.79	93.79	14.58	13.56	11.23	79.2	110.44	90.46
NBR_0000652501	15.21	14.87	19.8	4.22	4.06	4.26	18.63	23.02	19.2
NBR_0000652601	6.51	5.61	5.11	10.33	8.8	7.42	10.77	10.83	14.01
NBR_0000652701	57	50.29	39.57	34.53	32.14	35.42	43.17	38.61	47.01
NBR_0000652801	0.5	0.32	0	3.42	1.73	2.81	0.32	0.3	0
NBR_0000652901	90.8	76	73.08	243.12	244.96	250.4	56.7	58.84	57.84
NBR_0000653001	48.04	54.59	48.18	50.91	47.24	43.6	34.41	41.66	46.12
NBR_0000653101	1.75	3.57	2.97	2.54	2.34	3.44	3.13	2.25	4.83
NBR_0000653201	0.3	1.44	0.74	0.65	0.66	0.7	1.27	1.18	0.65
NBR_0000653301	1.2	0.57	1.09	0.55	0.28	0.59	0.86	0.45	1.28
NBR_0000653401	0.08	0.08	0.29	0.07	0	0	0.23	0.29	0.15
NBR_0000653501	111.93	98.51	106.57	220.81	218.5	198.73	103.82	95	82.25
NBR_0000653601	136.27	117.85	109.16	390.87	369.59	359.82	112.52	104.17	118.94
NBR_0000653701	10.6	15.45	14.24	6.23	6.86	5.98	15.13	15.02	13.9
NBR_0000653801	14.52	16.7	16.2	16.89	20.18	20.56	16.34	15.99	14.28
NBR_0000653901	0.14	0.13	0	0	0	0	0	0.12	0
NBR_0000654001	1.58	1.48	1.61	5.17	4.52	4.72	1.3	2.05	1.66
NBR_0000654101	48.94	48.83	44.75	106.67	122.19	123.84	45.76	47.12	40.09
NBR_0000654201	75.36	71.64	69.64	149.24	164.94	162.09	69.23	65.86	66.34
NBR_0000654301	6.82	8.53	8.55	3.31	3.73	4.97	8.26	9.26	7.76
NBR_0000654401	13.8	18.55	17.07	20.5	16.21	16.75	12.25	14.12	8.71
NBR_0000654501	30.03	29.54	30.43	43.16	43.58	44.05	20.68	22.08	24.47
NBR_0000654601	0.71	1.16	0.97	0.14	0.28	0.35	1.12	1.18	0.84
NBR_0000654701	45.91	46.11	45.62	54.76	58.31	52.82	42.42	41.42	35.15
NBR_0000654801	0.31	0.17	0.24	0	0	0	0.38	0.16	0.16
NBR_0000654901	0.29	0.83	1.59	0	0	0	1.12	0.78	0.53
NBR_0000655001	1.3	1.44	1.19	0.47	0.47	0.66	1.5	1.47	1.08
NBR_0000655101	5.02	5.41	3.44	9.52	10.7	9.22	3.63	4.04	4.01
NBR_0000655201	124.18	126.02	105.77	98.17	98.24	104.61	64.43	61.06	60.57
NBR_0000655301	2.22	1.81	1.85	4.47	5.09	4.52	1.07	1.68	1.79
NBR_0000655401	44.81	49.98	44.58	51.95	46.74	42.64	48.35	34.65	34.56
NBR_0000655501	14.21	23.28	17.89	39.54	48.52	46.41	23.85	18.16	16.73
NBR_0000655601	63.57	64	62.4	56.57	62.92	66.53	59.87	61.41	58.25
NBR_0000655701	39.02	42.8	39.71	35.24	36.43	40.52	41.88	39.58	38.66
NBR_0000655801	0.45	0.51	0.16	0.25	0	0	0.26	0.48	0.17
NBR_0000655901	0.95	0.61	1.16	0.15	0.3	0.47	1.38	0.43	0.58
NBR_0000656001	0	0	0.17	0.08	0.09	0.09	0.09	0.08	0.08
NBR_0000656101	0	0	0	0	0.08	0	0	0	0
NBR_0000656201	2.13	2.65	2.17	14.3	12.76	10.99	2.42	1.98	2.09
NBR_0000656301	20.47	16.46	15.18	7.92	7.1	6.86	13.22	9.49	11.3
NBR_0000656401	0	0	0	0	0	0	0	0	0
NBR_0000656501	0.26	0.73	0.23	0	0	0	0.25	0.46	0
NBR_0000656601	7.09	8.69	9.5	22.71	15.43	24.16	14.41	12.09	11.89
NBR_0000656701	0	0.2	0.19	0	0	0.21	0.21	0	0.2
NBR_0000656801	0.4	0.38	0.36	2.01	3.34	2.34	0.38	0.18	0.36
NBR_0000656901	11.85	10.16	25.29	65.35	60.31	53.08	23.48	36.98	33.08
NBR_0000657001	25.12	28.59	27.41	73.99	82.49	76.6	26.04	26.47	26.31
NBR_0000657101	0	0.24	0	0.46	0.23	0.25	0.72	0.23	0.46
NBR_0000657201	0	0	0	0	0	0	0	0	0
NBR_0000657301	0.45	0.58	0.73	0.45	0.48	0.52	1.56	1.27	1.35
NBR_0000657401	1.23	0.67	0.32	0.49	0	0	0.51	0.47	0
NBR_0000657501	24.69	25.37	20.17	6.29	7.57	7.54	21.08	19.69	18.75
NBR_0000657601	1.75	1.52	1.75	3.76	4.33	4.55	1.23	1	0.81
NBR_0000657701	0.16	0.47	0.6	0.3	1.84	0.48	0.79	0.89	0.15
NBR_0000657801	0.48	0	0.44	1.56	1.13	1.42	0.23	0.22	0.22
NBR_0000657901	0.38	0.73	0.61	1.23	2.5	3.09	0.46	0.43	0.35
NBR_0000658001	6.67	8.64	7.34	0	0	0.31	11.25	11.82	9.69
NBR_0000658101	321.74	309.72	324.96	321.92	295.24	328.02	294.01	326.77	336.43
NBR_0000658201	15.65	17.82	16.49	28.12	31.49	36.1	12.45	13.58	14.17
NBR_0000658301	9.89	13.23	10.63	3.18	4.34	4.35	12.18	11.69	10.31
NBR_0000658401	97.78	100.13	98.79	36.59	38.24	41.19	77.15	73.55	69.22
NBR_0000658501	0	0	0	0	0	0	0	0	0
NBR_0000658601	73.69	78.65	85.12	74.9	80.34	88.32	106.11	91.43	101.22
NBR_0000658701	17.05	18.7	16.37	32.4	34.93	40.85	17.23	16.9	13.75
NBR_0000658801	0	0	0	0	0	0	0	0	0
NBR_0000658901	74.58	85.68	80.04	46.9	44.36	44.13	104.82	101.54	91.01
NBR_0000659001	19.14	21.56	21.07	25.18	24.03	21.32	30.16	25.74	21.34
NBR_0000659101	4.06	5	4.42	1.45	0.93	2	3.36	3.35	3.35
NBR_0000659201	29.6	34.74	34.16	14.53	13.98	16.06	29.81	30.81	26.74
NBR_0000659301	120.98	136.67	142.6	110.03	118.01	114.7	146.05	144.67	145.53
NBR_0000659401	108.82	88.03	87.2	73.32	73.97	77.28	77.15	72.4	96.77
NBR_0000659501	271.99	265.66	276.91	330.7	331.41	342.07	297.97	312.2	326.49
NBR_0000659601	18.88	17.98	20.74	245.76	253.49	249.25	28.43	29.69	27.33
NBR_0000659701	499.94	481.02	528.14	544.4	597.38	665.64	589.64	617.71	658.46
NBR_0000659801	2.43	2.84	2.02	0.41	0.21	0.65	2.13	1.29	2.95
NBR_0000659901	126.33	123.09	111.73	298.34	304.31	288.32	88.09	70.09	68.84
NBR_0000660001	0.22	0.2	0.59	4.97	4.44	7.62	0.41	0.19	0.4
NBR_0000660101	9.5	8.28	6.47	14.95	13.63	14.51	6.23	2.73	5.77
NBR_0000660201	34.32	38.56	40.74	25.31	29.79	30.42	32.63	41.26	32.51
NBR_0000660301	21.53	21.47	26.07	14.01	19.51	20.57	20.26	23.84	19.07
NBR_0000660401	4.14	4	3.97	4.13	5.31	5.77	4.24	4.02	3.07
NBR_0000660501	134.31	129.93	172.91	77.56	71.2	75.66	155.18	182.99	213.12
NBR_0000660601	20.58	21.58	22.26	18.35	16.72	19.68	26.16	28.54	32.71
NBR_0000660701	32.24	35.57	35.01	55.77	56.68	61.46	39.32	38.83	42.67
NBR_0000660801	13.08	18.25	15.64	9.58	10.45	12.6	19.23	19.61	20.1
NBR_0000660901	0.19	0.18	0.13	0.09	0.05	0.19	0.14	0.3	0.18
NBR_0000661001	3.94	3.26	3.19	2.63	1.94	2.09	2.43	2.21	1.78
NBR_0000661101	471.4	507.28	532.92	45.48	43.97	38.81	568.9	603.85	566.53
NBR_0000661201	17.78	19.26	17.38	12.11	10.47	13.28	18.6	12.71	15.52
NBR_0000661301	0	0.13	0	0.13	0.26	0.14	0	0	0.26
NBR_0000661401	0.23	0.32	0.31	0.63	0.53	0.78	0.54	0.2	0.42
NBR_0000661501	0.58	0.18	0	0.18	0.18	0	0	0	0
NBR_0000661601	0.95	1.13	0.44	3.74	2.46	1.87	0.69	0.43	0.88
NBR_0000661701	17.31	19.51	16.62	21.34	22.79	24.64	14.91	12.42	13.28
NBR_0000661801	0.63	0.35	0.47	0.14	0.21	0.33	0.39	0.47	0.34
NBR_0000661901	47.66	50.63	48.41	54.08	59.22	57.92	41.37	44.72	44.76
NBR_0000662001	252.31	219.32	193.11	42.28	47.59	43.25	145.19	148.9	160.49
NBR_0000662101	448.62	402.84	525.9	107.3	110.25	119.19	460.88	623.62	624.31
NBR_0000662201	11.28	10.74	7.99	0.78	1.06	1.11	11.41	10.66	10.38
NBR_0000662301	0.77	0.67	1.1	0.6	0.38	0.81	0.86	1.54	1.38
NBR_0000662401	17.23	24.84	21.01	31.46	33.19	30.56	16.68	14.55	12.38
NBR_0000662501	22.94	25.21	26.29	26.74	28.88	34.83	24.66	27.42	26.75
NBR_0000662601	4.03	6.43	5.85	4.49	4.44	6.87	6.16	4.9	3.81
NBR_0000662701	9.74	11.68	12.47	9.14	11.56	10.89	12.11	12.52	9.63
NBR_0000662801	4.02	5.92	6.19	6	6.76	4.58	6.34	6.58	5.21
NBR_0000662901	4.69	6.37	7.32	8.75	12.12	12.62	4.52	4.44	5.84
NBR_0000663001	0	0	0	0	0	0	0	0.14	0
NBR_0000663101	57.83	81.02	71.69	24.66	21.87	23.23	75.01	79.33	51.16
NBR_0000663201	0	0	0	0	0	0	0.24	0	0.67
NBR_0000663301	46.44	48.88	40.91	34.91	30.91	32.45	51.03	53.09	48.61
NBR_0000663401	12.95	16.35	13.64	29.33	29.5	32.31	13	12.19	11.01
NBR_0000663501	1.69	0.27	0.77	4.04	3.43	3.05	0.54	0.25	0.39
NBR_0000663601	0	0.2	0	0	0	0	0	0	0.1
NBR_0000663701	3.26	2.42	2.11	0.96	0.3	0.55	2.61	1.79	2.93
NBR_0000663801	3.28	3.32	3.47	2.74	3.02	3.02	3.61	4.12	3.68
NBR_0000663901	5.39	7.39	6.65	8.27	8.69	8.67	6.93	6.51	6.46
NBR_0000664001	26.27	29.41	25.6	68.21	77.48	74.25	26.67	24.42	20.43
NBR_0000664101	22.3	18.29	15.66	6.4	4.81	4.57	15.32	12.11	12.04
NBR_0000664201	0.39	1.01	0.66	0.45	0.63	0.57	0.33	0.52	0.4
NBR_0000664301	9.07	11.68	12.93	11.23	9.43	12.85	11.36	10.81	10.14
NBR_0000664401	121.95	124.28	134.94	220.22	233.33	241.76	165.4	155.21	159.33
NBR_0000664501	0	0	0	0.14	0.07	0.22	0	0.07	0.2
NBR_0000664601	4.26	5.72	6.4	26.1	26.45	21.46	5.4	5.78	5.15
NBR_0000664701	6.46	9.22	6.69	47.01	46.7	48.73	5.32	6.01	5.21
NBR_0000664801	10.06	10.45	8.87	3.43	2.57	3.3	8.27	9.65	7.29
NBR_0000664901	25.71	24.02	25.09	158.51	156.11	165.22	24.22	22.7	23.2
NBR_0000665001	10.62	12.69	11.55	18.88	20.31	22.77	15.29	13.01	12.2
NBR_0000665101	73.8	73.81	80.77	8.26	11.46	12.89	96.05	109.65	106.48
NBR_0000665201	16.07	22.96	18.63	20.06	19.87	21.06	32.06	23.79	26.26
NBR_0000665301	0.14	0	0.13	0	0	0	0.14	0	0.13
NBR_0000665401	184.37	182.02	194.89	166.06	234.28	312.02	306.59	312.95	377.9
NBR_0000665501	0.12	0.12	0.22	0.22	0.74	0.65	0.17	0.22	0.33
NBR_0000665601	0	0	0	0.49	0.66	0.42	0	0	0.05
NBR_0000665701	1.6	0.91	1.46	27.45	31.41	46.47	0.31	0	0.88
NBR_0000665801	65	61.61	64.24	102.26	99.92	90.79	76.29	77.34	67.6
NBR_0000665901	221.65	225.33	217.55	186.48	192.77	182.14	242.51	214.68	216.99
NBR_0000666001	10.7	14.11	10.62	7.91	8.16	9.16	12.07	8.53	10.97
NBR_0000666101	7.75	7.74	7.92	6.22	6.55	6.82	8.04	9.64	9.31
NBR_0000666201	696	667.47	635.03	1617.03	1640.72	1622.78	589.94	550.45	566.62
NBR_0000666301	0	0.26	0.25	0.75	1.27	1.86	0.52	0	0
NBR_0000666401	6.98	7.79	9.19	64.28	69.83	68.45	8.45	9.64	9.6
NBR_0000666501	41.68	41.62	33.56	41.54	45.97	45.19	18.58	23.62	20.13
NBR_0000666601	0.77	0.21	0.3	0.4	0.61	0.65	0.53	1.18	1.41
NBR_0000666701	15.67	12.71	12.47	39.94	40.21	40.78	6.99	12.01	11.21
NBR_0000666801	0	0	0	0	0	0	0	0	0
NBR_0000666901	25.53	24.13	18.98	76.54	62.78	58.85	19.29	16.86	15.38
NBR_0000667001	0	0	0.27	0.28	0	0	0	0	0
NBR_0000667101	24.39	25.49	25.02	70.09	68.67	59.91	30.58	27.69	24.08
NBR_0000667201	19.85	26.86	26.9	1.33	1.19	1.41	15.03	11.65	7.89
NBR_0000667301	8.49	6.85	7.27	2.68	2.52	2.43	8.28	9.48	9.88
NBR_0000667401	23.74	21.28	23.2	37.43	33.79	23.11	18.17	17.39	19.27
NBR_0000667501	0	0	0	0	0	0.67	0	0	0.21
NBR_0000667601	327.01	283.96	308.82	264.87	242.43	251.56	320.76	383.04	382.79
NBR_0000667701	29.16	31.47	29.89	48.91	47.75	47	26.23	27.48	28.75
NBR_0000667801	20.08	21.95	18.64	14.46	18.12	19.68	20.11	20.04	20.31
NBR_0000667901	99.12	102.36	105.5	53.59	48.18	49.49	104.86	114.77	121.89
NBR_0000668001	35.4	42.54	44.85	72.52	82.44	91.48	26.95	27.68	30.74
NBR_0000668101	37.36	36.51	40.09	16.22	18.94	17.5	35.4	37.52	43.37
NBR_0000668201	55.2	65.8	65.56	30.8	32	35.98	79.33	74.79	86.08
NBR_0000668301	24.06	29.65	27.68	16.05	19.51	18.97	40.06	41.1	40.29
NBR_0000668401	237.44	195.63	199.62	121.11	113.86	134.15	182.47	210.43	266.31
NBR_0000668501	356.54	349.48	383.39	67.83	84.99	109.32	478.57	516.52	613.7
NBR_0000668601	19.44	22.18	17.15	6.81	4.75	5.12	15.76	17.11	16.53
NBR_0000668701	46.34	40.72	45.48	19.34	19.15	22.66	46.87	50.78	47.46
NBR_0000668801	1.51	2.02	2.35	3.27	3.07	3.66	1.71	1.51	1.71
NBR_0000668901	2.5	2.98	2.31	11.48	10.64	9.61	1.58	1.32	1.45
NBR_0000669001	1.97	2.65	3.24	1.55	1.3	1.65	2.85	3.39	2.99
NBR_0000669101	0.12	0.23	0.22	0.33	0.33	0.23	0.57	0.64	0.33
NBR_0000669201	0	0	0	0	0	0	0	0	0
NBR_0000669301	23.44	29.05	28.06	31.4	30.22	32.23	32.57	30.07	29.6
NBR_0000669401	0	0	0	0	0	0	0	0	0
NBR_0000669501	0	0	0	0	0	0	0	0	0
NBR_0000669601	43.98	46.15	45.62	25.15	27.44	26.97	37.54	34.81	28.15
NBR_0000669701	36.76	44.11	43.22	19.44	17.99	16.63	55.65	50.23	45.98
NBR_0000669801	130.95	144.85	134.69	285.18	273.48	253.29	181.89	171.92	163.14
NBR_0000669901	72.5	73.29	70.91	55.79	54.55	54.91	62.34	65.7	60.6
NBR_0000670001	16.99	20	20.05	14.82	16.22	16.22	19.67	20.65	16.81
NBR_0000670101	155.01	159.29	176.1	729.55	679.34	681.64	152.84	158.91	151.87
NBR_0000670201	23.93	23.68	22.52	15.46	15.82	19.91	23.96	23.79	29.93
NBR_0000670301	14.18	17.74	23.26	7.32	9.37	10.11	25.05	29.28	25.45
NBR_0000670401	17.77	16.92	17.85	12.72	7.03	9.84	19.29	21.62	26.94
NBR_0000670501	0.1	0.05	0.22	0.04	0.05	0.1	0	0.35	0.09
NBR_0000670601	5.83	5.88	5.86	13.95	17.25	17.2	5.62	4.38	4.95
NBR_0000670701	0.15	0.22	0.28	0.42	0.43	0.45	0.07	0.21	0.14
NBR_0000670801	4.15	7.01	4.49	12.04	12.2	9.1	5.82	4.25	4.17
NBR_0000670901	9.78	9.79	9.93	18.42	19.02	24.38	10.71	9.18	9.61
NBR_0000671001	41.83	39.42	38.83	21.59	24.83	26.2	38.67	41.97	47.76
NBR_0000671101	2727.09	2525.28	2722.75	3901.84	3581.29	3640.86	2556.62	2783.25	2992.45
NBR_0000671201	1.87	2.9	2.46	9.69	7.19	7.77	3.78	3.32	4.31
NBR_0000671301	14.38	16.05	18.7	36.28	38.59	38.97	30.9	26.37	25.21
NBR_0000671401	14.24	16.52	17.6	26.44	23.75	28.93	19.08	24.64	23.38
NBR_0000671501	40.35	41.45	42.05	28.1	30.06	31.64	37.75	39.47	32.57
NBR_0000671601	240.69	238.43	249.66	253.07	249.88	228.9	228.08	255.09	278.28
NBR_0000671701	140.02	137.83	141.79	80.04	91.11	101.05	157.92	170.28	174.09
NBR_0000671801	242.79	251.9	222.18	268.75	263.89	264.78	230.2	223.88	218.67
NBR_0000671901	0.31	0.72	0.73	0.37	0.17	0.44	1.11	1.04	0.94
NBR_0000672001	0	0	0	0	0.28	0	0	0	0
NBR_0000672101	0	0	0	0	0	0	0	0	0
NBR_0000672201	6.57	6.64	9.8	9.81	7.01	8.84	20.85	23.02	19.16
NBR_0000672301	7.87	9.55	12.64	10.91	10.78	10.12	23.02	23.86	26
NBR_0000672401	135.74	158.45	187.32	58.13	71.58	66.84	311.69	312.04	376.94
NBR_0000672501	167.34	183.56	185.93	231.74	216.13	215.56	204.37	214.19	223.49
NBR_0000672601	33.72	43.27	41.95	20.33	24.39	24.18	57.17	59.26	60.98
NBR_0000672701	87.16	91.82	89.18	84.04	85.25	89.67	74.31	83.88	71.78
NBR_0000672801	12.51	13.47	13.67	10.41	9.18	12.22	15.35	14.07	13.81
NBR_0000672901	0.19	0	0.17	0.17	0	0	0	0	0
NBR_0000673001	44.62	37.51	43.89	102	106.09	111.11	60.19	65.27	69.75
NBR_0000673101	0.2	0.31	0.44	1.66	1.25	1.81	0.3	0.18	0.22
NBR_0000673201	0.69	0.72	0.89	0.38	0.11	0.14	0.38	0.37	0.32
NBR_0000673301	2.84	2.6	4.01	1.07	0.8	0.57	3.22	4.57	5.94
NBR_0000673401	0	0	0	0	0	0.21	0.21	0	0
NBR_0000673501	269.16	198.35	201.35	492.69	464.65	411.62	188.72	177.02	183.92
NBR_0000673601	77.34	77.62	78.73	76.32	74.89	74.23	89.65	89.52	93.7
NBR_0000673701	0	0.17	0	0	0	0	0.35	0.33	0.34
NBR_0000673801	31.41	41.35	35.48	41.64	46.05	46.52	45.9	43.43	42.5
NBR_0000673901	6.81	5.78	8.96	2.36	3.09	2.41	5.44	7.19	5.68
NBR_0000674001	6.45	5.94	6.6	3.05	2.75	2.43	5.82	7.01	5.93
NBR_0000674101	2.89	1.38	1.76	18.94	22.81	17.07	2.09	2.17	2
NBR_0000674201	0.17	0	0	0	0.62	0.49	0.16	0	0.15
NBR_0000674301	32.91	33.72	33.84	32.21	37.14	35.44	37.68	38.03	29.02
NBR_0000674401	45.26	46.67	59.6	19.86	18.19	17.45	51.59	58.67	51.08
NBR_0000674501	10.16	14.05	12.93	13.92	14.73	15.89	15.28	13.28	9.35
NBR_0000674601	58.26	50.37	55.36	97.9	84.59	88.79	41.56	48.05	43.72
NBR_0000674701	43.33	44.64	46.34	80.08	72.62	70.74	40.29	39.91	25.88
NBR_0000674801	28.17	22.83	21.02	50.7	43.28	43.73	20	24.02	20.69
NBR_0000674901	7.89	7.86	9.76	8.07	7.95	9.84	6.25	5.73	5.86
NBR_0000675001	43.56	48.2	45.05	40.73	42.74	41.9	40.78	40.8	36.93
NBR_0000675101	5.57	3.14	3.36	0.82	1.25	1.81	2.14	2.45	2.56
NBR_0000675201	1.13	1.13	0.7	0.16	0.17	0.12	0.57	0.32	0.33
NBR_0000675301	10.38	11.46	18.85	8.84	9.89	8.57	30.21	26.63	18.77
NBR_0000675401	0	0.64	0	0	0.78	0.16	0	0	0.15
NBR_0000675501	0.11	0.11	0.41	0.52	0.31	0.11	0.11	0.4	0
NBR_0000675601	111.44	105.91	89.17	0.59	0.32	0.56	62.46	48.23	45.78
NBR_0000675701	140.02	103.2	129.09	0.77	0.69	0.31	58.88	66.22	62.1
NBR_0000675801	497.32	441.4	410.82	2.22	2.58	0.94	249.14	230.03	210.53
NBR_0000675901	254.94	215.08	208.49	1.28	1.41	0.99	119.98	127.15	113.98
NBR_0000676001	353.84	356.48	301.43	9.64	9.99	7.07	183.42	149	131.46
NBR_0000676101	174.52	153.07	139.53	1.66	1.35	0.71	80.39	79.52	70.14
NBR_0000676201	1.68	0.44	2.65	2.54	2.29	1.95	2.06	1.93	2.81
NBR_0000676301	0.96	0.96	1.01	6.98	6.78	6.26	1.41	1.15	1.22
NBR_0000676401	3.22	3.37	3.38	0.85	1.12	1.1	2.53	3.33	3
NBR_0000676501	3.19	2.6	2.64	4.46	5.32	5.4	2.87	3.72	3.35
NBR_0000676601	0.34	0.4	0.42	0.32	0.46	0.45	0.18	0.17	0.28
NBR_0000676701	0.09	0.09	0.06	0.14	0.06	0.15	0.06	0.06	0.09
NBR_0000676801	2.33	2.46	2.55	2.15	1.5	2.19	2.29	2.37	2.05
NBR_0000676901	57.36	64.63	70.2	17.81	17.36	13.78	60.85	67.83	46.88
NBR_0000677001	2.88	3.12	4.27	2.95	2.66	2.55	3.66	4.89	4.08
NBR_0000677101	20.94	24.77	26.49	20.77	21.24	20.31	27.75	31.09	24.5
NBR_0000677201	2.42	3.13	2.46	2.05	1.26	2.11	2.46	2.18	2.84
NBR_0000677301	3.85	4.03	4.66	5.29	5.47	5.62	2.04	2.91	2.63
NBR_0000677401	3.31	5.16	4.4	10.15	9.36	9.08	5.26	5.06	4.27
NBR_0000677501	12.39	11.04	9.15	5.29	5.51	3.9	16.69	17.45	21.78
NBR_0000677601	75.16	90.55	106.19	13.19	14.41	17.95	223.16	273.69	341.49
NBR_0000677701	42.45	43.39	35.32	67.95	81.49	84.84	47.49	40.83	39.01
NBR_0000677801	20.75	25.93	22.14	28.22	29.71	26.33	22.27	22.26	25.87
NBR_0000677901	0.32	0.23	0.66	0.66	0.37	0.31	0.46	0.29	0.29
NBR_0000678001	0.81	1.37	1.65	1.58	1.27	1.15	0.52	0.97	1.16
NBR_0000678101	0.97	0.53	0.51	0.77	0.65	0.41	0.4	0.38	0.38
NBR_0000678201	2.28	2.37	2.15	3.13	3.17	3.19	1.73	1.74	1.59
NBR_0000678301	722.51	739.22	810.85	167.88	166.06	155.99	814.68	944.47	874.93
NBR_0000678401	7.27	6.07	7.19	1.38	0.93	0.49	2.4	3.59	3.21
NBR_0000678501	8.82	10.66	11.52	15.09	18.66	15.78	12.41	12.64	11.51
NBR_0000678601	35.28	39.13	42.9	27.15	27.66	28.07	37.7	41.27	43.44
NBR_0000678701	4.86	4.63	4.45	15.59	16.34	15.46	2.48	1.8	1.32
NBR_0000678801	14.92	17.42	18.24	15.38	17.13	18.2	20.08	18.36	21.25
NBR_0000678901	0.65	1.06	1.11	0.6	1.22	1.1	0.99	1.01	1.28
NBR_0000679001	0.61	0.58	0.63	2.69	2.66	3.62	0.3	1.04	0.42
NBR_0000679101	22.21	21.89	20.14	31.04	32.15	34.59	23.3	22.01	19.3
NBR_0000679201	112.68	121.86	126.9	200.3	197.14	183.43	143.36	149.51	139.54
NBR_0000679301	0.32	0.69	0.44	0.45	0.38	0.48	0.39	0.36	0.45
NBR_0000679401	73.03	88	93.92	35.02	40.32	40.64	124.37	120.58	98.98
NBR_0000679501	28.9	28.59	25.91	13.03	13.6	14	27.71	22.84	20.75
NBR_0000679601	10.61	11.39	11.67	10.68	10.57	11.49	10.62	8.34	8.78
NBR_0000679701	20.3	25.67	23.27	52.61	52.44	54.48	28.89	26.09	23.63
NBR_0000679801	6.9	9.05	9.51	14.32	14.62	15.45	7.08	4.58	4.79
NBR_0000679901	3224.9	3154.42	3060.3	1420.89	1320.66	1399.64	2885.49	2780.81	3179.64
NBR_0000680001	31.22	39.19	36.35	21.47	27.4	26.28	36.15	38.56	47.52
NBR_0000680101	94.75	101.03	95.59	283.22	272.68	286.63	80.37	84.48	81.45
NBR_0000680201	1.93	1.62	1.42	3.29	2.85	2.84	3	3.34	3.14
NBR_0000680301	0.03	0.06	0	0.12	0.22	0.1	0	0.21	0.09
NBR_0000680401	10.27	10.39	6.69	3.91	4.93	5.68	9.89	9.7	10.74
NBR_0000680501	18.64	22.85	22.37	17.91	15.39	21.42	24.1	22.53	17.38
NBR_0000680601	110.79	129	136.66	35.56	46.71	44.78	103.76	108.11	113.68
NBR_0000680701	50.19	54.42	50.76	17.36	18.02	18.59	46.62	47.68	45.38
NBR_0000680801	26.27	32.33	30.51	21.45	23.95	25.37	39.28	39.08	36.41
NBR_0000680901	69.34	68.5	62.58	50.11	52.11	53.11	59.62	54.6	58.35
NBR_0000681001	34.35	39.3	38.76	17.01	15.97	17.86	80.01	71.63	84.47
NBR_0000681101	3.93	5.5	4.8	108.9	101.47	94.09	5.19	5.57	5.59
NBR_0000681201	45.3	50.57	48.08	22.06	24.53	21.39	51.24	51.14	46.25
NBR_0000681301	67.04	68.45	76.91	11.92	12.71	9.38	62.79	83.2	64.65
NBR_0000681401	44.8	44.68	47.17	46.69	44.94	48.2	49.91	59.3	54.57
NBR_0000681501	1.06	0.74	1.77	1.61	0.91	2	1.21	1.13	1.33
NBR_0000681601	27.38	28.14	32.72	67.62	69.24	69.33	27.66	23.12	26.32
